Arthur_Henry_Williams      Co-operative_Commonwealth_Federation
Audrey_Pheffer      Democratic_Party_(United_States)

Audrey_Tang      Independent_(politician)

Audrius_Nakas      The_Way_of_Courage

Audronius_Ažubalis      Homeland_Union_–_Lithuanian_Christian_Democrats

Audu_Innocent_Ogbeh      All_Progressive_Congress

Audun_Lysbakken      Socialist_Left_Party_(Norway)

August_Bach      Christian_Democratic_Union_(East_Germany)

August_Bebel      Social_Democratic_Workers'_Party_of_Germany

August_Bebel      Social_Democratic_Party_of_Germany

August_Belmont_Jr.      Democratic_Party_(United_States)

August_Bogusch      National_Socialist_German_Workers'_Party

August_Chełkowski      Solidarity_(Polish_trade_union)

August_De_Boodt      Christian_Social_Party_(Belgium,_defunct)

August_Flamme      Social_Credit_Party_of_Alberta

August_H._Andresen      Republican_Party_(United_States)

August_Haußleiter      Alliance_'90/The_Greens

August_Haußleiter      Christian_Social_Union_in_Bavaria

August_Haußleiter      German_People's_Party

August_Klecka      Democratic_Party_(United_States)

August_Košutić      Croatian_Peasant_Party

August_P._Mardesich      Democratic_Party_(United_States)

August_Rei      Estonian_Social_Democratic_Workers'_Party

August_Rei      Estonian_Socialist_Workers'_Party

August_Spångberg      Communist

Augusta_Clark      Democratic_Party_(United_States)

Auguste-Réal_Angers      Conservative_Party_of_Quebec_(historical)

Auguste-Réal_Angers      Conservative_Party_of_Canada_(historical)

Auguste_Beernaert      Catholic_Party_(Belgium)

Auguste_Cazalet      Union_for_a_Popular_Movement

Auguste_Charles_Philippe_Robert_Landry      Conservative_Party_of_Canada_(historical)

Auguste_Choquette      Liberal_Party_of_Canada

Auguste_Davezac      Democratic-Republican_Party

Auguste_Davezac      Democratic_Party_(United_States)

Auguste_Maltais      Liberal_Party_of_Canada

Auguste_Orts      Liberal_Party_(Belgium)

Auguste_Renaud      Liberal_Party_of_Canada

Auguste_Tessier      Quebec_Liberal_Party

Auguste_Théophile_Léger      Liberal_Party_of_Canada

Auguste_Vincent      Liberal_Party_of_Canada

Augustin_Bourbonnais      Liberal_Party_of_Canada

Augustin_Brassard      Liberal_Party_of_Canada

Augustin_Dumon-Dumortier      Liberal_Party_(Belgium)

Augustin_Matata_Ponyo      People's_Party_for_Reconstruction_and_Democracy

Augustine_B._Kelley      Democratic_Party_(United_States)

Augustine_Birrell      Liberal_Party_(UK)

Augustine_Colin_Macdonald      Liberal-Conservative

Augustine_Dominguez      Democratic_Farmer_Labor_Party

Augustine_Gbao      Revolutionary_United_Front

Augustine_Kpehe_Ngafuan      Unity_Party_(Liberia)

Augustine_Lonergan      Democratic_Party_(United_States)

Augustine_Mahiga      Chama_Cha_Mapinduzi

Augustino_Masele      Chama_Cha_Mapinduzi

Augustino_Mrema      Tanzania_Labour_Party

Augustino_Mrema      Chama_Cha_Mapinduzi

Augustino_Mrema      NCCR–Mageuzi

Augustinos_Kapodistrias      Russian_Party_(Greece)

Augusto_Amador      Democratic_Party_(United_States)

Augusto_B._Leguía      Reformist_Democratic_Party

Augusto_B._Leguía      Civilista_Party

Augusto_Barbera      Italian_Communist_Party

Augusto_Barbera      Democratic_Party_of_the_Left

Augusto_Barrera      PAIS_Alliance

Augusto_De_Marsanich      Italian_Social_Movement

Augusto_De_Marsanich      National_Fascist_Party

Augusto_Espinosa_Valderrama      Colombian_Liberal_Party

Augusto_Fantozzi      Olive_Tree_Coalition

Augusto_Grace      Democratic_Party_(United_States)

Augusto_Ramírez_Ocampo      Colombian_Conservative_Party

Augusto_Santos_Silva      Socialist_Party_(Portugal)

Augusto_de_Vasconcelos      Portuguese_Republican_Party

Augustus_A._Chapman      Democratic_Party_(United_States)

Augustus_Albert_Hardenbergh      Democratic_Party_(United_States)

Augustus_Bampfylde,_2nd_Baron_Poltimore      Liberal_Party_(UK)

Augustus_Bradford      National_Union_Party_(United_States)

Augustus_Bradford      Democratic_Party_(United_States)

Augustus_Brandegee      Republican_Party_(United_States)

Augustus_C._Dodge      Democratic_Party_(United_States)

Augustus_C._French      History_of_the_United_States_Democratic_Party

Augustus_Drum      Democratic_Party_(United_States)

Augustus_E._Willson      Republican_Party_(United_States)

Augustus_F._Hawkins      Democratic_Party_(United_States)

Augustus_FitzRoy,_3rd_Duke_of_Grafton      British_Whig_Party

Augustus_Frank      Republican_Party_(United_States)

Augustus_Garrett      United_States_Democratic_Party

Augustus_Herman_Pettibone      Republican_Party_(United_States)

Augustus_Hill_Garland      Whig_Party_(United_States)

Augustus_Hill_Garland      Constitutional_Union_Party_(United_States)

Augustus_Hill_Garland      Know_Nothing

Augustus_Hill_Garland      Democratic_Party_(United_States)

Augustus_L._Perrill      Democratic_Party_(United_States)

Augustus_Maxwell      Democratic_Party_(United_States)

Augustus_N._Summers      United_States_Republican_Party

Augustus_O._Bourn      Republican_Party_(United_States)

Augustus_Octavius_Bacon      Democratic_Party_(United_States)

Augustus_Owsley_Stanley      Democratic_Party_(United_States)

Augustus_P._Hascall      Whig_Party_(United_States)

Augustus_Peabody_Gardner      Republican_Party_(United_States)

Augustus_Porter      Democratic-Republican_Party

Augustus_Roberts      Ontario_Liberal_Party

Augustus_Rowe      Progressive_Conservative_Party_of_Newfoundland_and_Labrador

Augustus_S._Miller      Democratic_Party_(United_States)

Augustus_Seymour_Porter      United_States_Whig_Party

Augustus_Sol_Invictus      Libertarian_Party_(United_States)

Augustus_Stoneman      Liberal_Party_of_Nova_Scotia

Augustus_Stoner_Decker      Whig_Party_(United_States)

Augustus_Summerfield_Merrimon      Democratic_Party_(United_States)

Augustus_W._Bennet      Republican_Party_(United_States)

Augustus_Young_(representative)      Whig_Party_(United_States)

Augustyn_Łukosz      Polish_Socialist_Workers_Party

Auke_Zijlstra      Party_for_Freedom

Aulay_MacAulay_Morrison      Liberal_Party_of_Canada

Aun_Porn_Moniroth      Cambodian_People's_Party

Aung_Khin_(Colonel)      Burma_Socialist_Programme_Party

Aung_Ko_(politician)      Union_Solidarity_and_Development_Party

Aung_Kyi      Union_Solidarity_and_Development_Party

Aung_Min      Union_Solidarity_and_Development_Party

Aung_Myat      Union_Solidarity_and_Development_Party

Aung_San      Communist_Party_of_Burma

Aung_San      Anti-Fascist_People's_Freedom_League

Aung_San_Suu_Kyi      National_League_for_Democracy

Aung_Soe_Myint      National_League_for_Democracy

Aung_Thaung      Union_Solidarity_and_Development_Party

Aung_Thein_Lin      Union_Solidarity_and_Development_Party

Aung_Thu_(minister)      National_League_for_Democracy

Aung_Zan_Wai      Anti-Fascist_People's_Freedom_League

Aurel_Bylykbashi      Democratic_Party_of_Albania

Aurel_Băieșu      Alliance_for_European_Integration

Aurel_Băieșu      Democratic_Party_of_Moldova

Aurel_Léger      Liberal_Party_of_Canada

Aurel_Saulea      Popular_Front_of_Moldova

Aurelia_Frick      Progressive_Citizens'_Party

Aurelian_Ridsdale      Liberal_Party_(UK)

Aurelio_Iragorri_Valencia      Social_Party_of_National_Unity

Aurelio_Mosquera      Ecuadorian_Radical_Liberal_Party

Aurelio_Nuño_Mayer      Institutional_Revolutionary_Party

Aurelio_Saffi      Action_Party_(Italy,_1848)

Aurora_Enerio-Cerilles      National_Unity_Party_(Philippines)

Aurora_Enerio-Cerilles      Lakas_Kampi_CMD

Aurora_Jiménez_de_Palacios      Institutional_Revolutionary_Party

Aurore_Martin      Batasuna

Aurèle_Chartrand      Ontario_Liberal_Party

Aurèle_Gervais      Progressive_Conservative_Party_of_Canada

Aurèle_Lacombe      Labour_Party_(Quebec)

Aurélie_Filippetti      The_Greens_(France)

Aurélien_Gill      Liberal_Party_of_Canada

Aurélien_Noël      Liberal_Party_of_Canada

Ausburn_Birdsall      Democratic_Party_(United_States)

Austan_Goolsbee      Democratic_Party_(United_States)

Austen_Albu      Social_Democratic_Party_(UK)

Austen_Albu      Labor_Party_(UK)

Austen_Albu      Labour_Party_(UK)

Austen_Chamberlain      Conservative_Party_(UK)

Austen_Chamberlain      Liberal_Unionist_Party

Austen_Henry_Layard      Liberal_Party_(UK)

Austin_Augustus_King      Democratic_Party_(United_States)

Austin_Badon      Democratic_Party_(United_States)

Austin_Blair      Republican_Party_(United_States)

Austin_Chapman      Nationalist_Party_of_Australia

Austin_Chapman      Protectionist_Party

Austin_Chapman      Commonwealth_Liberal_Party

Austin_Claude_Taylor      Liberal_Party_of_Canada

Austin_Claypool      United_Farmers_of_Alberta

Austin_Currie      Social_Democratic_and_Labour_Party

Austin_Currie      Fine_Gael

Austin_Currie      Nationalist_Party_(Northern_Ireland)

Austin_Cuvillier      Parti_canadien

Austin_D._Alvord      Democratic_Party_(United_States)

Austin_E._Ford      Republican_Party_(United_States)

Austin_Edwin_Dewar      Liberal_Party_of_Canada

Austin_F._Pike      Republican_Party_(United_States)

Austin_Gatt      Nationalist_Party_(Malta)

Austin_Harrier      Republican_Party_(United_States)

Austin_Hopkinson      Independent_(politics)

Austin_Horan      Australian_Labor_Party

Austin_Knudsen      Republican_Party_(United_States)

Austin_Lane_Crothers      Democratic_Party_(United_States)

Austin_Lewis_(politician)      Liberal_Party_of_Australia

Austin_M._Allran      Republican_Party_(United_States)

Austin_Mitchell      Labour_Party_(UK)

Austin_Murphy      Democratic_Party_(United_States)

Austin_O._Sexton      Democratic_Party_(United_States)

Austin_Peay      Democratic_Party_(United_States)

Austin_Petersen      Libertarian_Party_(United_States)

Austin_Scott_(politician)      Republican_Party_(United_States)

Austin_Stack      Sinn_Féin

Austin_Taylor_(British_politician)      Liberal_Party_(UK)

Autumn_Burke      California_Democratic_Party

Avalon_Roberts      Alberta_Liberal_Party

Avard_Longley      Conservative_Party_of_Canada_(1867–1942)

Avaz_Alakbarov      New_Azerbaijan_Party

Avdo_Humo      League_of_Communists_of_Yugoslavia

Avel_Gordly      Democratic_Party_(United_States)

Avenir_Peka      Democratic_Party_of_Albania

Averil_Power      Independent_politician

Averky_Aristov      Communist_Party_of_the_Soviet_Union

Averof_Neofytou      Democratic_Rally

Avertano_Furtado      Independent_(politician)

Avery_Bourne      Republican_Party_(United_States)

Avery_Ng      League_of_Social_Democrats

Avetik_Sahakyan      Armenian_Revolutionary_Federation

Avetis_Aharonian      Armenian_Revolutionary_Federation

Avigdor_Kahalani      Third_Way_(Israel)

Avigdor_Kahalani      Israeli_Labor_Party

Avinash_Chander      Shiromani_Akali_Dal

Avinash_Pandey      Indian_National_Congress

Avinash_Rai_Khanna      Bharatiya_Janata_Party

Avon_Honey      Democratic_Party_(United_States)

Avraham_Krinitzi      General_Zionists

Avril_Doyle      Fine_Gael

Avril_Haines      Democratic_Party_(United_States)

Avtandil_Beridze      Georgian_Dream

Avtar_Singh_(politician)      Aam_Aadmi_Party

Avtar_Singh_Bhadana      Indian_National_Congress

Avtar_Singh_Bhadana      Indian_National_Lok_Dal

Avtar_Singh_Bhadana__INC-politician-stub__1      Indian_National_Congress

Avtar_Singh_Karimpuri      Bahujan_Samaj_Party

Awad_al-Baraasi      Justice_and_Construction_Party

Awadeshwar_Prasad_Sinha      Indian_National_Congress

Awais_Leghari      Pakistan_Muslim_League_(N)

Awang_Adek_Hussin      United_Malays_National_Organisation

Awasthi_Bala_Prasad      Bahujan_Samaj_Party

Awn_Shawkat_Al-Khasawneh      Independent_(politician)

Axel_Kicillof      Justicialist_Party

Axel_Pehrsson-Bramstorp      Bondeförbundet

Axel_Poniatowski      The_Republicans_(France)

Axel_Poniatowski      Union_for_a_Popular_Movement

Axel_Voss      Christian_Democratic_Union_of_Germany

Axelle_Lemaire      Socialist_Party_(France)

Ayaan_Hirsi_Ali      Labour_Party_(Netherlands)

Ayaan_Hirsi_Ali      People's_Party_for_Freedom_and_Democracy

Ayad_Allawi      Iraqi_National_Accord

Ayad_al-Samarrai      Iraqi_Islamic_Party

Ayanna_Pressley      Democratic_Party_(United_States)

Ayanur_Manjunath      Bharatiya_Janata_Party

Ayatullah_Durrani      Pakistan_Peoples_Party

Ayaz_Mutallibov      Azerbaijan_Communist_Party

Ayaz_Mutallibov      Social_Democratic_Party_(Azerbaijan)

Aydan_Özoğuz      Social_Democratic_Party_of_Germany

Aydin_Mirzazade      New_Azerbaijan_Party

Aydın_Güven_Gürkan      Republican_People's_Party_(Turkey)

Aydın_Güven_Gürkan      Social_Democratic_Populist_Party_(Turkey)

Aydın_Güven_Gürkan      People's_Party_(Turkey)

Aydın_Menderes      Welfare_Party

Aydın_Menderes      Democratic_Party_(Turkey,_1970)

Aydın_Menderes      Democratic_Party_(Turkey,_current)

Aydın_Menderes      Democrat_Party_(Turkey,_historical)

Aydın_Menderes      Virtue_Party

Aydın_Menderes      Justice_Party_(Turkey)

Aydın_Menderes      True_Path_Party

Aydın_Uslupehlivan      Republican_People's_Party_(Turkey)

Aydın_Ünal      Justice_and_Development_Party_(Turkey)

Aye_Maung      Arakan_National_Party

Aye_Myint      Union_Solidarity_and_Development_Party

Aye_Tha_Aung      Arakan_National_Party

Aygül_Özkan      Christian_Democratic_Union_(Germany)

Ayla_Malik      Pakistan_Tehreek-e-Insaf

Aylmer_Byron_Hunt      Liberal_Party_of_Canada

Aylmer_Liesemer      Co-operative_Commonwealth_Federation

Ayman_Nour      Ghad_El-Thawra_Party

Aymeric_Chauprade      National_Front_(France)

Aymeric_Chauprade      Les_Français_libres

Ayna_Sultanova      Communist_Party_of_the_Soviet_Union

Ayo_Fayose      People's_Democratic_Party_(Nigeria)

Ayoade_Ademola_Adeseun      People's_Democratic_Party_(Nigeria)

Ayodhya_Prasad      National_Congress_of_Fiji

Ayong_Maliksi      Laban_ng_Demokratikong_Pilipino

Ayong_Maliksi      Liberal_Party_(Philippines)

Ayong_Maliksi      Pwersa_ng_Masang_Pilipino

Ayong_Maliksi      Partido_Magdalo

Ayong_Maliksi      Kilusang_Bagong_Lipunan

Aysel_Çelikel      Independent_politician

Aytaç_Durak      Justice_and_Development_Party_(Turkey)

Aytaç_Durak      Motherland_Party_(Turkey)

Aytaç_Durak      Nationalist_Movement_Party

Aytaç_Durak      Justice_Party_(Turkey)

Ayub_Asmin      Tamil_National_Alliance

Ayub_Khan_(general)      Pakistan_Muslim_League

Ayyub_Khanbudagov      Azerbaijan_Communist_Party_(1993)

Ayşe_Gülsün_Bilgehan      Republican_People's_Party_(Turkey)

Ayşe_Nur_Bahçekapılı      Justice_and_Development_Party_(Turkey)

Ayşenur_İslam      Justice_and_Development_Party_(Turkey)

Azaire_Adulphe_Aubin      Ontario_Progressive_Conservative_Party

Azali_Assoumani      Convention_for_the_Renewal_of_the_Comoros

Azalina_Othman_Said      Barisan_Nasional

Azalina_Othman_Said      United_Malays_National_Organisation

Azam_Khan_(politician)      Samajwadi_Party

Azam_Khan_Swati      Jamiat_Ulema-i-Islam

Azam_Khan_Swati      Pakistan_Tehreek-e-Insaf

Azan_Ismail      Parti_Keadilan_Rakyat

Azariah_Boody      Whig_Party_(United_States)

Azariah_C._Flagg      Democratic-Republican_Party

Azariah_C._Flagg      Free_Soil_Party

Azariah_C._Flagg      Democratic_Party_(United_States)

Azariah_C._Flagg      Republican_Party_(United_States)

Azeem_Daultana      Pakistan_Peoples_Party

Azel_Randolph_Lusby      Liberal_Party_of_Canada

Azellus_Denis      Liberal_Party_of_Canada

Azem_Hajdari      Democratic_Party_of_Albania

Azem_Vllasi      League_of_Communists_of_Kosovo

Azem_Vllasi      Social_Democratic_Party_of_Kosovo

Azhar_Qayyum      Pakistan_Muslim_League_(N)

Azim_Isabekov      Ar-Namys

Aziz_Akbarian      Iranian_Principlists

Aziz_Akhannouch      National_Rally_of_Independents

Aziz_Al-Yasiri      Democratic_Iraqi_Current

Aziz_Aliyev      Communist_Party_of_the_Soviet_Union

Aziz_Duwaik      Hamas

Aziz_Kaprawi      United_Malay_National_Organisation

Aziz_Qureshi      Indian_National_Congress

Aziz_Qureshi__INC-politician-stub__1      Indian_National_Congress

Aziz_Rabbah      Justice_and_Development_Party_(Morocco)

Aziz_Sait      Indian_National_Congress

Aziz_Saleh_Nuhmah      Arab_Socialist_Ba'ath_Party_–_Iraq_Region

Aziz_Sedki      Arab_Socialist_Union_(Egypt)

Azizan_Abdul_Razak      Pakatan_Rakyat

Azizan_Abdul_Razak      Pan-Malaysian_Islamic_Party

Azlan_Man      Barisan_Nasional

Azlan_Man      United_Malay_National_Organisation

Azman_Ismail      People's_Justice_Party_(Malaysia)

Azmeera_Chandulal      Telangana_Rashtra_Samithi

Azmi_Khalid      United_Malays_National_Organisation

Azmin_Ali      People's_Justice_Party_(Malaysia)

Azucena_Berrutti      Broad_Front_(Uruguay)

Azuma_Koshiishi      Democratic_Party_(Japan)

Azwar_Abubakar      National_Mandate_Party

Azzam_Sleit      Independent_(politician)

Azzeddine_Laraki      Independent_(politician)

Aécio_Neves      Brazilian_Democratic_Movement_Party

Aécio_Neves      Brazilian_Social_Democracy_Party

Aída_Álvarez      Democratic_Party_(United_States)

Aïchatou_Boulama_Kané      Nigerien_Party_for_Democracy_and_Socialism

Aćif_Hadžiahmetović      Džemijet

B.J._Lawson      Republican_Party_(United_States)

B.J._Marsh      Republican_Party_(United_States)

B.J._Nikkel      Republican_Party_(United_States)

B._B._Comer      Democratic_Party_(United_States)

B._B._Gurung      Sikkim_Janata_Party

B._B._Gurung      Sikkim_National_Congress

B._B._Hudgins      Democratic_Party_(United_States)

B._B._Patil      Telangana_Rashtra_Samithi

B._C._Khanduri      Bharatiya_Janata_Party

B._Carroll_Reece      Republican_Party_(United_States)

B._D._Jatti      Indian_National_Congress

B._D._Sharma      Indian_National_Congress

B._Daniel_Riley      Democratic_Party_(United_States)

B._Deniswaran      Tamil_Eelam_Liberation_Organization

B._Devarajan      Indian_National_Congress

B._Dexter_Ryland      Democratic_Party_(United_States)

B._Ed_Johnson      Democratic_Party_(United_States)

B._Everett_Jordan      Democratic_Party_(United_States)

B._F._O'Neal_Jr.      Republican_Party_(United_States)

B._Fernand_Nadeau      New_Brunswick_Liberal_Association

B._Frank_Heintzleman      Republican_Party_(United_States)

B._Frank_Murphy      United_States_Republican_Party

B._G._Dyess      Democratic_Party_(United_States)

B._G._Dyess      Republican_Party_(United_States)

B._G._Hendrix      Democratic_Party_(United_States)

B._Gajatheepan      Illankai_Tamil_Arasu_Kachchi

B._Gopalakrishnan      Bharatiya_Janata_Party

B._H._%22Johnny%22_Rogers      Democratic_Party_(United_States)

B._J._Habibie      Golkar

B._J._Khatal-Patil      Indian_National_Congress

B._J._Vorster      National_Party_(South_Africa)
