[('Iran', 0.7293535470962524), ('Tehran', 0.6154943704605103), ('Iranian', 0.6114965081214905)] Armenian_dram
[('Swedish_krona', 0.6793135404586792), ('Montenegro', 0.5052646398544312), ('Norwegian_krone', 0.4612823724746704)] Swedish_krona
[('Swiss_franc', 0.7082712054252625), ('franc', 0.4989323318004608), ('greenback', 0.49039870500564575)] Swiss_franc
[('Montenegro', 0.5178619027137756), ('Selimi', 0.42933082580566406), ('Bakir_Uulu', 0.4262132942676544)] Somoni
[('Montenegro', 0.5364301800727844), ('APA_Maputo_Mozambique', 0.3798165023326874), ('PODGORICA_Montenegro', 0.35805439949035645)] Tanzanian_shilling
[('CFA_franc', 0.6537821888923645), ('Montenegro', 0.4900825619697571), ('APA_Maputo_Mozambique', 0.4512313902378082)] CFA_franc
[('Turkish_lira', 0.6891146898269653), ('Montenegro', 0.5798176527023315), ('lira', 0.5077422857284546)] Turkish_lira
[('Montenegro', 0.5862410068511963), ('daily_Vijesti', 0.4073929190635681), ('Bogoljub', 0.4022608995437622)] Ukrainian_hryvnia
[('Montenegro', 0.5123165249824524), ('Buzon', 0.3527471423149109), ('northwestern_Zulia', 0.3348464071750641)] Yemeni_rial
[('Montenegro', 0.5244630575180054), ('Zambian_kwacha', 0.4650059938430786), ('APA_Maputo_Mozambique', 0.4300401508808136)] Zambian_kwacha
[('Kenya', 0.4365231990814209), ('Ethiopia', 0.34075698256492615), ('United_Sates', 0.3303661346435547)] Armenian_dram
[('Euro', 0.6103419065475464), ('Austria', 0.5019444823265076), ('Croatia', 0.49294283986091614)] Euro
[('Kenya', 0.4566204249858856), ('Austria', 0.3738667368888855), ('Uganda', 0.35537466406822205)] Bulgarian_lev
[('Chilean_peso', 0.6843695044517517), ('Chile', 0.5277829170227051), ('Peru', 0.5085863471031189)] Chilean_peso
[('Renminbi', 0.7540949583053589), ('renminbi', 0.4875897765159607), ('China', 0.465812087059021)] Renminbi
[('Colombian_peso', 0.6476576328277588), ('Colombia', 0.5120466947555542), ('Guatemala', 0.5040869116783142)] Colombian_peso
[('Czech_koruna', 0.5780301690101624), ('Poland', 0.4925690293312073), ('Czech_Republic', 0.4910869300365448)] Czech_koruna
[('Kenya', 0.49711865186691284), ('Ethiopia', 0.4011436998844147), ('Uganda', 0.38368478417396545)] Ethiopian_birr
[('Euro', 0.6103419065475464), ('Austria', 0.5019444823265076), ('Croatia', 0.49294283986091614)] Euro
[('Euro', 0.6103419065475464), ('Austria', 0.5019444823265076), ('Croatia', 0.49294283986091614)] Euro
[('Hungarian_forint', 0.669598400592804), ('Hungary', 0.49026253819465637), ('Kenya', 0.4635794162750244)] Hungarian_forint
[('Kenya', 0.42034733295440674), ('Thailand', 0.34764569997787476), ('Bhutan', 0.32325631380081177)] Lao_kip
[('Euro', 0.6103419065475464), ('Austria', 0.5019444823265076), ('Croatia', 0.49294283986091614)] Euro
[('Kenya', 0.4646335542201996), ('Libyan_dinar', 0.40383291244506836), ('Ethiopia', 0.3644668757915497)] Libyan_dinar
[('Malaysian_ringgit', 0.6298984289169312), ('Malaysia', 0.5833261013031006), ('Johor', 0.5075761079788208)] Malaysian_ringgit
[('Euro', 0.6103419065475464), ('Austria', 0.5019444823265076), ('Croatia', 0.49294283986091614)] Euro
[('Kenya', 0.6273317337036133), ('Nigeria', 0.5656194090843201), ('Uganda', 0.5312583446502686)] Nigerian_naira
[('Euro', 0.6103419065475464), ('Austria', 0.5019444823265076), ('Croatia', 0.49294283986091614)] Euro
[('Kenya', 0.5023884773254395), ('Bahrain', 0.4290015697479248), ('UAE', 0.4262104630470276)] Qatari_riyal
[('Euro', 0.6103419065475464), ('Austria', 0.5019444823265076), ('Croatia', 0.49294283986091614)] Euro
[('Saudi_riyal', 0.5206169486045837), ('Saudi_Arabia', 0.4900354743003845), ('Taif', 0.4533606171607971)] Saudi_riyal
[('Euro', 0.6103419065475464), ('Austria', 0.5019444823265076), ('Croatia', 0.49294283986091614)] Euro
[('Kenya', 0.5400270223617554), ('Ethiopia', 0.4860724210739136), ('Somali_shilling', 0.4212464392185211)] Somali_shilling
[('Euro', 0.6103419065475464), ('Austria', 0.5019444823265076), ('Croatia', 0.49294283986091614)] Euro
[('Swedish_krona', 0.62653648853302), ('Sweden', 0.5563902854919434), ('Finland', 0.5191609859466553)] Swedish_krona
[('Swiss_franc', 0.661759614944458), ('Switzerland', 0.4876468777656555), ('Austria', 0.457926481962204)] Swiss_franc
[('Kenya', 0.39876216650009155), ('Louise_Leakey', 0.3519589900970459), ('Orlyk', 0.3478737473487854)] Somoni
[('Kenya', 0.5639817714691162), ('Tanzania', 0.4426793158054352), ('Uganda', 0.4368511140346527)] Tanzanian_shilling
[('CFA_franc', 0.6376391053199768), ('Kenya', 0.4850119352340698), ('Mali', 0.4474979043006897)] CFA_franc
[('Turkish_lira', 0.6050505042076111), ('Turkey', 0.5454074144363403), ('Bulgaria', 0.47825857996940613)] Turkish_lira
[('Kenya', 0.4608173966407776), ('Ethiopia', 0.3496951162815094), ('Uganda', 0.3353659510612488)] Ukrainian_hryvnia
[('Kenya', 0.4328378140926361), ('Canada', 0.31998977065086365), ('Uganda', 0.31193840503692627)] Yemeni_rial
[('Kenya', 0.5840113162994385), ('Tanzania', 0.4880558252334595), ('Zambia', 0.4870533049106598)] Zambian_kwacha
[('Kenya', 0.4365231990814209), ('Ethiopia', 0.34075698256492615), ('United_Sates', 0.3303661346435547)] Armenian_dram
[('Euro', 0.6103419065475464), ('Austria', 0.5019444823265076), ('Croatia', 0.49294283986091614)] Euro
[('Kenya', 0.4566204249858856), ('Austria', 0.3738667368888855), ('Uganda', 0.35537466406822205)] Bulgarian_lev
[('Chilean_peso', 0.6843695044517517), ('Chile', 0.5277829170227051), ('Peru', 0.5085863471031189)] Chilean_peso
[('Renminbi', 0.7540949583053589), ('renminbi', 0.4875897765159607), ('China', 0.465812087059021)] Renminbi
[('Colombian_peso', 0.6476576328277588), ('Colombia', 0.5120466947555542), ('Guatemala', 0.5040869116783142)] Colombian_peso
[('Czech_koruna', 0.5780301690101624), ('Poland', 0.4925690293312073), ('Czech_Republic', 0.4910869300365448)] Czech_koruna
[('Kenya', 0.49711865186691284), ('Ethiopia', 0.4011436998844147), ('Uganda', 0.38368478417396545)] Ethiopian_birr
[('Euro', 0.6103419065475464), ('Austria', 0.5019444823265076), ('Croatia', 0.49294283986091614)] Euro
[('Euro', 0.6103419065475464), ('Austria', 0.5019444823265076), ('Croatia', 0.49294283986091614)] Euro
[('Hungarian_forint', 0.669598400592804), ('Hungary', 0.49026253819465637), ('Kenya', 0.4635794162750244)] Hungarian_forint
[('Kenya', 0.42034733295440674), ('Thailand', 0.34764569997787476), ('Bhutan', 0.32325631380081177)] Lao_kip
[('Euro', 0.6103419065475464), ('Austria', 0.5019444823265076), ('Croatia', 0.49294283986091614)] Euro
[('Kenya', 0.4646335542201996), ('Libyan_dinar', 0.40383291244506836), ('Ethiopia', 0.3644668757915497)] Libyan_dinar
[('Malaysian_ringgit', 0.6298984289169312), ('Malaysia', 0.5833261013031006), ('Johor', 0.5075761079788208)] Malaysian_ringgit
[('Euro', 0.6103419065475464), ('Austria', 0.5019444823265076), ('Croatia', 0.49294283986091614)] Euro
[('Kenya', 0.6273317337036133), ('Nigeria', 0.5656194090843201), ('Uganda', 0.5312583446502686)] Nigerian_naira
[('Euro', 0.6103419065475464), ('Austria', 0.5019444823265076), ('Croatia', 0.49294283986091614)] Euro
[('Kenya', 0.5023884773254395), ('Bahrain', 0.4290015697479248), ('UAE', 0.4262104630470276)] Qatari_riyal
[('Euro', 0.6103419065475464), ('Austria', 0.5019444823265076), ('Croatia', 0.49294283986091614)] Euro
[('Saudi_riyal', 0.5206169486045837), ('Saudi_Arabia', 0.4900354743003845), ('Taif', 0.4533606171607971)] Saudi_riyal
[('Euro', 0.6103419065475464), ('Austria', 0.5019444823265076), ('Croatia', 0.49294283986091614)] Euro
[('Kenya', 0.5400270223617554), ('Ethiopia', 0.4860724210739136), ('Somali_shilling', 0.4212464392185211)] Somali_shilling
[('Euro', 0.6103419065475464), ('Austria', 0.5019444823265076), ('Croatia', 0.49294283986091614)] Euro
[('Swedish_krona', 0.62653648853302), ('Sweden', 0.5563902854919434), ('Finland', 0.5191609859466553)] Swedish_krona
[('Swiss_franc', 0.661759614944458), ('Switzerland', 0.4876468777656555), ('Austria', 0.457926481962204)] Swiss_franc
[('Kenya', 0.39876216650009155), ('Louise_Leakey', 0.3519589900970459), ('Orlyk', 0.3478737473487854)] Somoni
[('Kenya', 0.5639817714691162), ('Tanzania', 0.4426793158054352), ('Uganda', 0.4368511140346527)] Tanzanian_shilling
[('CFA_franc', 0.6376391053199768), ('Kenya', 0.4850119352340698), ('Mali', 0.4474979043006897)] CFA_franc
[('Turkish_lira', 0.6050505042076111), ('Turkey', 0.5454074144363403), ('Bulgaria', 0.47825857996940613)] Turkish_lira
[('Kenya', 0.4608173966407776), ('Ethiopia', 0.3496951162815094), ('Uganda', 0.3353659510612488)] Ukrainian_hryvnia
[('Kenya', 0.4328378140926361), ('Canada', 0.31998977065086365), ('Uganda', 0.31193840503692627)] Yemeni_rial
[('Kenya', 0.5840113162994385), ('Tanzania', 0.4880558252334595), ('Zambia', 0.4870533049106598)] Zambian_kwacha
[('Kosovo', 0.7109375596046448), ('Kosovo_independence', 0.5470526218414307), ('Kosovo_Albanians', 0.5217900276184082)] Armenian_dram
[('Kosovo', 1.0), ('Kosova', 0.784340500831604), ('Kosovo_Albanians', 0.7403469085693359)] Euro
[('Kosovo', 0.729183554649353), ('Kosova', 0.5396500825881958), ('Kosovo_Albanians', 0.5393705368041992)] Bulgarian_lev
[('Chilean_peso', 0.682916522026062), ('Colombian_peso', 0.513003945350647), ('Kosovo', 0.5086344480514526)] Chilean_peso
[('Renminbi', 0.7418794631958008), ('Kosovo', 0.5364551544189453), ('renminbi', 0.530893862247467)] Renminbi
[('Colombian_peso', 0.6670315861701965), ('Kosovo', 0.5508865714073181), ('COP2_###.##', 0.4864529073238373)] Colombian_peso
[('Kosovo', 0.6665052175521851), ('Czech_koruna', 0.6376529335975647), ('Dodik', 0.5341588258743286)] Czech_koruna
[('Kosovo', 0.662172794342041), ('Kosovo_Albanians', 0.511797308921814), ('ethnic_Albanian', 0.4806180000305176)] Ethiopian_birr
[('Kosovo', 1.0), ('Kosova', 0.784340500831604), ('Kosovo_Albanians', 0.7403469085693359)] Euro
[('Kosovo', 1.0), ('Kosova', 0.784340500831604), ('Kosovo_Albanians', 0.7403469085693359)] Euro
[('Hungarian_forint', 0.6719591617584229), ('Kosovo', 0.6559017896652222), ('Kosovo_declaration', 0.5158395767211914)] Hungarian_forint
[('Kosovo', 0.6287289261817932), ('Kosovo_Albanians', 0.46215009689331055), ('ethnic_Albanian', 0.4464338719844818)] Lao_kip
[('Kosovo', 1.0), ('Kosova', 0.784340500831604), ('Kosovo_Albanians', 0.7403469085693359)] Euro
[('Kosovo', 0.6219165325164795), ('Libyan_dinar', 0.4848763644695282), ('Kosovo_Albanians', 0.47934672236442566)] Libyan_dinar
[('Malaysian_ringgit', 0.6404302716255188), ('Kosovo', 0.534106969833374), ('Thai_baht', 0.4798208475112915)] Malaysian_ringgit
[('Kosovo', 1.0), ('Kosova', 0.784340500831604), ('Kosovo_Albanians', 0.7403469085693359)] Euro
[('Kosovo', 0.6369099020957947), ('Kosovo_independence', 0.4712687134742737), ('Kosmet', 0.47062379121780396)] Nigerian_naira
[('Kosovo', 1.0), ('Kosova', 0.784340500831604), ('Kosovo_Albanians', 0.7403469085693359)] Euro
[('Kosovo', 0.658577561378479), ('Kosovo_independence', 0.5029141902923584), ('Kosovo_Albanians', 0.4808080494403839)] Qatari_riyal
[('Kosovo', 1.0), ('Kosova', 0.784340500831604), ('Kosovo_Albanians', 0.7403469085693359)] Euro
[('Kosovo', 0.5744447708129883), ('Saudi_riyal', 0.5505275726318359), ('Kosovo_ethnic_Albanian', 0.44170165061950684)] Saudi_riyal
[('Kosovo', 1.0), ('Kosova', 0.784340500831604), ('Kosovo_Albanians', 0.7403469085693359)] Euro
[('Kosovo', 0.6331782341003418), ('Somali_shilling', 0.5748523473739624), ('Kosovo_Albanians', 0.4949738383293152)] Somali_shilling
[('Kosovo', 1.0), ('Kosova', 0.784340500831604), ('Kosovo_Albanians', 0.7403469085693359)] Euro
[('Kosovo', 0.6124848127365112), ('Swedish_krona', 0.6036292910575867), ('Ahtisaari', 0.48864227533340454)] Swedish_krona
[('Swiss_franc', 0.6548657417297363), ('Kosovo', 0.6000090837478638), ('Kosovo_declaration', 0.4783487617969513)] Swiss_franc
[('Kosovo', 0.662750780582428), ('Kosovo_Albanians', 0.48892179131507874), ('Kosova', 0.48623424768447876)] Somoni
[('Kosovo', 0.6748077869415283), ('Kosovo_Albanians', 0.5007158517837524), ('Kosovo_independence', 0.48812320828437805)] Tanzanian_shilling
[('Kosovo', 0.6338201761245728), ('CFA_franc', 0.6060857772827148), ('Kosovo_independence', 0.5071694254875183)] CFA_franc
[('Kosovo', 0.6704793572425842), ('Turkish_lira', 0.6168935298919678), ('Kosovo_Albanians', 0.5270129442214966)] Turkish_lira
[('Kosovo', 0.7102550268173218), ('Kosovo_independence', 0.5217987298965454), ('Kosovo_Albanians', 0.5180250406265259)] Ukrainian_hryvnia
[('Kosovo', 0.6663417816162109), ('Kosovo_Albanians', 0.4880155324935913), ('Kosovo_independence', 0.4791685938835144)] Yemeni_rial
[('Kosovo', 0.6582458019256592), ('Kosmet', 0.48852261900901794), ('Kosovo_Albanians', 0.4822782576084137)] Zambian_kwacha
[('Estonia', 0.6099251508712769), ('Latvia', 0.5447953343391418), ('Lithuania', 0.5344740152359009)] Armenian_dram
[('Estonia', 0.7888123393058777), ('Euro', 0.7141155004501343), ('Slovenia', 0.7084308862686157)] Euro
[('Estonia', 0.6563431620597839), ('Latvia', 0.5813379287719727), ('Lithuania', 0.5341131687164307)] Bulgarian_lev
[('Chilean_peso', 0.84731125831604), ('Colombian_peso', 0.6038662195205688), ('Chile_peso', 0.593209445476532)] Chilean_peso
[('Renminbi', 0.8717862367630005), ('renminbi', 0.5933176279067993), ('Renminbi_RMB', 0.5912415981292725)] Renminbi
[('Colombian_peso', 0.827059268951416), ('Chilean_peso', 0.5943348407745361), ('Chile_peso', 0.5904416441917419)] Colombian_peso
[('Czech_koruna', 0.7939895987510681), ('Polish_zloty', 0.5697384476661682), ('Estonia', 0.5672532320022583)] Czech_koruna
[('Estonia', 0.4964059293270111), ('Ethiopia', 0.487520694732666), ('Ghana', 0.46350324153900146)] Ethiopian_birr
[('Estonia', 0.7888123393058777), ('Euro', 0.7141155004501343), ('Slovenia', 0.7084308862686157)] Euro
[('Estonia', 0.7888123393058777), ('Euro', 0.7141155004501343), ('Slovenia', 0.7084308862686157)] Euro
[('Hungarian_forint', 0.8373030424118042), ('Polish_zloty', 0.5788335800170898), ('Romanian_leu', 0.5646445155143738)] Hungarian_forint
[('Lao_kip', 0.48172128200531006), ('Estonia', 0.45154905319213867), ('Laos', 0.43549999594688416)] Lao_kip
[('Estonia', 0.7888123393058777), ('Euro', 0.7141155004501343), ('Slovenia', 0.7084308862686157)] Euro
[('Libyan_dinar', 0.6245839595794678), ('Estonia', 0.4648588299751282), ('Uzbekistan', 0.43725189566612244)] Libyan_dinar
[('Malaysian_ringgit', 0.8079400062561035), ('ringgit', 0.5824653506278992), ('Thai_baht', 0.568913459777832)] Malaysian_ringgit
[('Estonia', 0.7888123393058777), ('Euro', 0.7141155004501343), ('Slovenia', 0.7084308862686157)] Euro
[('Nigerian_naira', 0.6540622711181641), ('Nigeria', 0.6377862691879272), ('Ghana', 0.5975686311721802)] Nigerian_naira
[('Estonia', 0.7888123393058777), ('Euro', 0.7141155004501343), ('Slovenia', 0.7084308862686157)] Euro
[('Kazakhstan', 0.54245924949646), ('Oman', 0.5399491786956787), ('Qatari_riyal', 0.5339177846908569)] Qatari_riyal
[('Estonia', 0.7888123393058777), ('Euro', 0.7141155004501343), ('Slovenia', 0.7084308862686157)] Euro
[('Saudi_riyal', 0.7329027056694031), ('Saudi_Arabia', 0.5440688133239746), ('riyal', 0.5258771777153015)] Saudi_riyal
[('Estonia', 0.7888123393058777), ('Euro', 0.7141155004501343), ('Slovenia', 0.7084308862686157)] Euro
[('Somali_shilling', 0.6540486812591553), ('Ethiopia', 0.5145554542541504), ('Somalia', 0.46849530935287476)] Somali_shilling
[('Estonia', 0.7888123393058777), ('Euro', 0.7141155004501343), ('Slovenia', 0.7084308862686157)] Euro
[('Swedish_krona', 0.8130344748497009), ('Sweden', 0.5922286510467529), ('Finland', 0.559581995010376)] Swedish_krona
[('Swiss_franc', 0.8248273134231567), ('Swiss_Franc', 0.5927065014839172), ('franc', 0.5812910795211792)] Swiss_franc
[('Kazakhstan', 0.5173889398574829), ('Tajikistan', 0.5151430368423462), ('Uzbekistan', 0.5026928186416626)] Somoni
[('Tanzania', 0.5384749174118042), ('Ghana', 0.5374025106430054), ('Botswana', 0.5287485122680664)] Tanzanian_shilling
[('CFA_franc', 0.7737537622451782), ('Senegal', 0.560588538646698), ('Gabon', 0.5482698678970337)] CFA_franc
[('Turkish_lira', 0.7972089648246765), ('lira', 0.594036340713501), ('Turkish_Lira', 0.5851587057113647)] Turkish_lira
[('Estonia', 0.6306912302970886), ('Latvia', 0.6028465032577515), ('Ukraine', 0.5593551397323608)] Ukrainian_hryvnia
[('Estonia', 0.4859992563724518), ('Latvia', 0.4393659830093384), ('Lithuania', 0.43028733134269714)] Yemeni_rial
[('Zambia', 0.610494077205658), ('Tanzania', 0.5715709328651428), ('Ghana', 0.5690675377845764)] Zambian_kwacha
[('Zimbabwe', 0.6639830470085144), ('Peru', 0.6042106747627258), ('Zambia', 0.574042797088623)] Armenian_dram
[('Euro', 0.7924660444259644), ('Portugal', 0.5974196195602417), ('Croatia', 0.5686473846435547)] Euro
[('Zimbabwe', 0.6809602379798889), ('Zambia', 0.5873864889144897), ('Peru', 0.5857047438621521)] Bulgarian_lev
[('Chilean_peso', 0.8589239120483398), ('Colombian_peso', 0.6566107273101807), ('Chile_peso', 0.6406636834144592)] Chilean_peso
[('Renminbi', 0.8757563233375549), ('renminbi', 0.6344283223152161), ('Renminbi_RMB', 0.5862263441085815)] Renminbi
[('Colombian_peso', 0.8480991125106812), ('Chile_peso', 0.619788408279419), ('peso', 0.6169084310531616)] Colombian_peso
[('Czech_koruna', 0.8090271949768066), ('Polish_zloty', 0.570101261138916), ('Hungarian_forint', 0.5548298358917236)] Czech_koruna
[('Zimbabwe', 0.6817773580551147), ('Zambia', 0.6100553274154663), ('Ethiopia', 0.5933809280395508)] Ethiopian_birr
[('Euro', 0.7924660444259644), ('Portugal', 0.5974196195602417), ('Croatia', 0.5686473846435547)] Euro
[('Euro', 0.7924660444259644), ('Portugal', 0.5974196195602417), ('Croatia', 0.5686473846435547)] Euro
[('Hungarian_forint', 0.8468074798583984), ('Polish_zloty', 0.5845244526863098), ('Romanian_leu', 0.573541522026062)] Hungarian_forint
[('Zimbabwe', 0.6004300117492676), ('Peru', 0.5960967540740967), ('Zambia', 0.5665537118911743)] Lao_kip
[('Euro', 0.7924660444259644), ('Portugal', 0.5974196195602417), ('Croatia', 0.5686473846435547)] Euro
[('Libyan_dinar', 0.6628592610359192), ('Zimbabwe', 0.6006761789321899), ('Mozambique', 0.5293240547180176)] Libyan_dinar
[('Malaysian_ringgit', 0.810847282409668), ('ringgit', 0.6299319863319397), ('Thai_baht', 0.615087628364563)] Malaysian_ringgit
[('Euro', 0.7924660444259644), ('Portugal', 0.5974196195602417), ('Croatia', 0.5686473846435547)] Euro
[('Zambia', 0.6897478103637695), ('Nigerian_naira', 0.6744635105133057), ('Zimbabwe', 0.671698808670044)] Nigerian_naira
[('Euro', 0.7924660444259644), ('Portugal', 0.5974196195602417), ('Croatia', 0.5686473846435547)] Euro
[('Zimbabwe', 0.6281598806381226), ('Zambia', 0.5789493322372437), ('Egypt', 0.5629154443740845)] Qatari_riyal
[('Euro', 0.7924660444259644), ('Portugal', 0.5974196195602417), ('Croatia', 0.5686473846435547)] Euro
[('Saudi_riyal', 0.7373813390731812), ('riyal', 0.5650411248207092), ('Egypt', 0.5562090277671814)] Saudi_riyal
[('Euro', 0.7924660444259644), ('Portugal', 0.5974196195602417), ('Croatia', 0.5686473846435547)] Euro
[('Somali_shilling', 0.7161086201667786), ('Zimbabwe', 0.6480536460876465), ('Ethiopia', 0.5787093043327332)] Somali_shilling
[('Euro', 0.7924660444259644), ('Portugal', 0.5974196195602417), ('Croatia', 0.5686473846435547)] Euro
[('Swedish_krona', 0.8114519119262695), ('krone', 0.541189968585968), ('Norwegian_krone', 0.5353231430053711)] Swedish_krona
[('Swiss_franc', 0.8415180444717407), ('Swiss_Franc', 0.6526576280593872), ('franc', 0.639158308506012)] Swiss_franc
[('Peru', 0.5799862742424011), ('Zimbabwe', 0.5773050785064697), ('Kyrgyzstan', 0.5676002502441406)] Somoni
[('Zimbabwe', 0.7290693521499634), ('Zambia', 0.7081640362739563), ('Kenya', 0.6520200371742249)] Tanzanian_shilling
[('CFA_franc', 0.8058419227600098), ('Zimbabwe', 0.6361126899719238), ('Ivory_Coast', 0.5912133455276489)] CFA_franc
